variant,trajectory_id,step,seed,latency_ms,peak_allocated_gib,peak_reserved_gib,mse,mae
p37,12,16,12000058,158.00012099862215,4.624939918518066,4.7578125,0.0036082996521145,0.0323219783604145
p37,12,24,12000066,161.42324700012978,4.624939918518066,4.7578125,0.0014992415672168,0.0266769025474786
p37,12,32,12000074,166.44912400079193,4.624939918518066,4.7578125,0.0052981027401983,0.0524045638740062
p37,12,40,12000082,158.11771799963026,4.624939918518066,4.7578125,0.0124847050756216,0.0451187863945961
p37,12,48,12000090,170.85940100150765,4.624939918518066,4.7578125,0.0107035785913467,0.0358380414545536
p37,12,56,12000098,165.8282260013948,4.624939918518066,4.7578125,0.0053538018837571,0.0454342551529407
p37,10,0,10000042,168.37862600004885,4.625410556793213,4.7578125,0.0025732982903718,0.0355834886431694
p37,10,8,10000050,174.22756199994183,4.625410556793213,4.7578125,0.0024673345033079,0.0323932245373725
p37,10,16,10000058,169.93623099915567,4.625410556793213,4.7578125,0.0017887596040964,0.0251714196056127
p37,10,24,10000066,164.31666900098207,4.625410556793213,4.7578125,0.0260115973651409,0.0574476644396781
p37,10,32,10000074,171.98506000022462,4.625410556793213,4.7578125,0.0116592347621917,0.0405759923160076
p37,10,40,10000082,167.54036599922983,4.625410556793213,4.7578125,0.0035550559405237,0.0309836007654666
p37,10,48,10000090,172.80097199909503,4.625410556793213,4.7578125,0.0026466094423085,0.0309654641896486
p37,10,56,10000098,164.34524599935685,4.625410556793213,4.7578125,0.0014482816914096,0.0266243517398834
p37,21,0,21000042,162.10722200048622,4.625410556793213,4.7578125,0.0084379371255636,0.0458580367267131
p37,21,8,21000050,164.9369429997023,4.625410556793213,4.7578125,0.0021400430705398,0.0257381703704595
p37,21,16,21000058,163.11911499906273,4.625410556793213,4.7578125,0.0019949371926486,0.0262705031782388
p37,21,24,21000066,165.6075230002898,4.625410556793213,4.7578125,0.0024372637271881,0.0300665292888879
p37,21,32,21000074,179.0244489984616,4.625410556793213,4.7578125,0.0016296210233122,0.0265575386583805
p37,21,40,21000082,178.5087240004941,4.625410556793213,4.7578125,0.0016880085458979,0.0244204141199588
p37,21,48,21000090,171.93325399966852,4.625410556793213,4.7578125,0.0018426572205498,0.024701340124011
p37,21,56,21000098,167.34175399869855,4.625410556793213,4.7578125,0.000935738615226,0.0198902953416109
p37,11,0,11000042,169.8131299999659,4.6235761642456055,4.7578125,0.0028910748660564,0.0376230999827384
p37,11,8,11000050,180.72337900048296,4.6235761642456055,4.7578125,0.0035236969124525,0.0349595919251441
p37,11,16,11000058,176.49819999860483,4.6235761642456055,4.7578125,0.0025368391070514,0.0300304032862186
p37,11,24,11000066,167.13710099975287,4.6235761642456055,4.7578125,0.0012087534414604,0.0228485371917486
p37,11,32,11000074,163.31130300022778,4.6235761642456055,4.7578125,0.0013467597309499,0.0241234730929136
p37,11,40,11000082,169.67416099942056,4.6235761642456055,4.7578125,0.0016228293534368,0.025941427797079
